chapter_group,kind_zh,id,name_zh,aliases_zh,corpus_zh,jing_zh,section_zh,mountain_zh,literature_appearance_zh,traits_effects_zh,habitat_ecology_zh,food_web_zh,trophic_role_zh,artistic_portrait_note_zh,related_zh,sources_note_zh
beishan_jing,异兽,synth_beishan_jing_08,「空桑—泰山链」未具名异兽占位08,,五藏山經,北山經,北次二經,北次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—泰山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
dongshan_jing,奇禽,synth_dongshan_jing_01,「空桑—北号山链」未具名异兽占位01,,五藏山經,东山經,东次二經,东次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—北号山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
dongshan_jing,奇禽,synth_dongshan_jing_02,「空桑—北号山链」未具名异兽占位02,,五藏山經,东山經,东次二經,东次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—北号山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
dongshan_jing,奇禽,synth_dongshan_jing_03,「空桑—北号山链」未具名异兽占位03,,五藏山經,东山經,东次二經,东次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—北号山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
dongshan_jing,奇禽,synth_dongshan_jing_04,「空桑—北号山链」未具名异兽占位04,,五藏山經,东山經,东次二經,东次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—北号山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
dongshan_jing,奇禽,synth_dongshan_jing_05,「空桑—北号山链」未具名异兽占位05,,五藏山經,东山經,东次二經,东次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—北号山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
dongshan_jing,奇禽,synth_dongshan_jing_06,「空桑—北号山链」未具名异兽占位06,,五藏山經,东山經,东次二經,东次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—北号山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
dongshan_jing,奇禽,synth_dongshan_jing_07,「空桑—北号山链」未具名异兽占位07,,五藏山經,东山經,东次二經,东次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—北号山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
dongshan_jing,奇禽,synth_dongshan_jing_08,「空桑—北号山链」未具名异兽占位08,,五藏山經,东山經,东次二經,东次二經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,空桑—北号山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
zhongshan_jing,异兽,synth_zhongshan_jing_01,「薄山—苟床山链」未具名异兽占位01,,五藏山經,中山經,中次五經,中次五經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,薄山—苟床山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
zhongshan_jing,异兽,synth_zhongshan_jing_02,「薄山—苟床山链」未具名异兽占位02,,五藏山經,中山經,中次五經,中次五經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,薄山—苟床山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
zhongshan_jing,异兽,synth_zhongshan_jing_03,「薄山—苟床山链」未具名异兽占位03,,五藏山經,中山經,中次五經,中次五經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,薄山—苟床山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
zhongshan_jing,异兽,synth_zhongshan_jing_04,「薄山—苟床山链」未具名异兽占位04,,五藏山經,中山經,中次五經,中次五經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,薄山—苟床山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
zhongshan_jing,异兽,synth_zhongshan_jing_05,「薄山—苟床山链」未具名异兽占位05,,五藏山經,中山經,中次五經,中次五經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,薄山—苟床山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
zhongshan_jing,异兽,synth_zhongshan_jing_06,「薄山—苟床山链」未具名异兽占位06,,五藏山經,中山經,中次五經,中次五經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,薄山—苟床山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
zhongshan_jing,异兽,synth_zhongshan_jing_07,「薄山—苟床山链」未具名异兽占位07,,五藏山經,中山經,中次五經,中次五經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,薄山—苟床山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
zhongshan_jing,异兽,synth_zhongshan_jing_08,「薄山—苟床山链」未具名异兽占位08,,五藏山經,中山經,中次五經,中次五經列山·经载多怪兽/怪鸟/怪鱼（择一占位）,形体未单列专名；此行为关卡密度占位，宜后续替换为注本可核之专名。,可映射为普通精英或环境 hazard 模板。,薄山—苟床山链典型生境：溪谷、裸岩、疏林组合（推演）。,与区域顶级捕食者/人类聚落形成能流交换；细节待替换专名后重写。,中级消费者,剪影块面+一两处夸张器官（角/尾/翼）待原画定稿。,占位条目,非经文专条，纯设计占位；补全时删除或替换。
plants_nanshan_jing,草木,plant_plants_nanshan_jing_01_蒿,蒿（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蒿形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_02_蓼,蓼（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蓼形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_03_薇,薇（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,薇形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_04_蕨,蕨（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蕨形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_05_苓,苓（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,苓形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_06_芎,芎（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_07_术,术（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,术形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_08_芍药,芍药（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芍药形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_09_芎䓖,芎䓖（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎䓖形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_10_黄连木,黄连木（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,黄连木形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_11_楮,楮（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楮形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_12_榆,榆（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,榆形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_13_槐,槐（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,槐形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_14_梓,梓（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,梓形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_15_楠,楠（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楠形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_16_荆,荆（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,荆形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_nanshan_jing,草木,plant_plants_nanshan_jing_17_杞,杞（南山诸列归纳）,,五藏山經,南山經,南山經,南山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,亚热带林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,杞形态可做模块化植被资产；色块随亚热带林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_01_蒿,蒿（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蒿形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_02_蓼,蓼（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蓼形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_03_薇,薇（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,薇形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_04_蕨,蕨（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蕨形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_05_苓,苓（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,苓形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_06_芎,芎（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_07_术,术（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,术形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_08_芍药,芍药（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芍药形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_09_芎䓖,芎䓖（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎䓖形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_10_黄连木,黄连木（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,黄连木形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_11_楮,楮（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楮形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_12_榆,榆（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,榆形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_13_槐,槐（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,槐形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_14_梓,梓（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,梓形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_15_楠,楠（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楠形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
