chapter_group,kind_zh,id,name_zh,aliases_zh,corpus_zh,jing_zh,section_zh,mountain_zh,literature_appearance_zh,traits_effects_zh,habitat_ecology_zh,food_web_zh,trophic_role_zh,artistic_portrait_note_zh,related_zh,sources_note_zh
plants_xishan_jing,草木,plant_plants_xishan_jing_16_荆,荆（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,荆形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_xishan_jing,草木,plant_plants_xishan_jing_17_杞,杞（西山诸列归纳）,,五藏山經,西山經,西山經,西山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,温凉山地林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,杞形态可做模块化植被资产；色块随温凉山地林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_01_蒿,蒿（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蒿形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_02_蓼,蓼（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蓼形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_03_薇,薇（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,薇形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_04_蕨,蕨（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蕨形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_05_苓,苓（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,苓形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_06_芎,芎（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_07_术,术（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,术形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_08_芍药,芍药（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芍药形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_09_芎䓖,芎䓖（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎䓖形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_10_黄连木,黄连木（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,黄连木形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_11_楮,楮（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楮形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_12_榆,榆（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,榆形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_13_槐,槐（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,槐形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_14_梓,梓（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,梓形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_15_楠,楠（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楠形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_16_荆,荆（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,荆形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_beishan_jing,草木,plant_plants_beishan_jing_17_杞,杞（北山诸列归纳）,,五藏山經,北山經,北山經,北山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,寒温河谷林草带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,杞形态可做模块化植被资产；色块随寒温河谷林草带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_01_蒿,蒿（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蒿形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_02_蓼,蓼（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蓼形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_03_薇,薇（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,薇形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_04_蕨,蕨（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蕨形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_05_苓,苓（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,苓形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_06_芎,芎（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_07_术,术（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,术形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_08_芍药,芍药（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芍药形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_09_芎䓖,芎䓖（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎䓖形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_10_黄连木,黄连木（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,黄连木形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_11_楮,楮（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楮形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_12_榆,榆（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,榆形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_13_槐,槐（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,槐形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_14_梓,梓（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,梓形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_15_楠,楠（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楠形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_16_荆,荆（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,荆形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_dongshan_jing,草木,plant_plants_dongshan_jing_17_杞,杞（东山诸列归纳）,,五藏山經,东山經,东山經,东山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,滨海盐碱与沙生植被带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,杞形态可做模块化植被资产；色块随滨海盐碱与沙生植被带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_01_蒿,蒿（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蒿形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_02_蓼,蓼（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蓼形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_03_薇,薇（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,薇形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_04_蕨,蕨（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,蕨形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_05_苓,苓（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,苓形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_06_芎,芎（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_07_术,术（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,术形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_08_芍药,芍药（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芍药形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_09_芎䓖,芎䓖（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,芎䓖形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_10_黄连木,黄连木（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,黄连木形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_11_楮,楮（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楮形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_12_榆,榆（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,榆形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_13_槐,槐（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,槐形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_14_梓,梓（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,梓形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_15_楠,楠（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,楠形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_16_荆,荆（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,荆形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
plants_zhongshan_jing,草木,plant_plants_zhongshan_jing_17_杞,杞（中山诸列归纳）,,五藏山經,中山經,中山經,中山诸列常见草本/木本之一（归纳占位）。,资源采集/药剂基底；具体经效待按选定注本逐条核对后改写。,伊洛河谷农耕—落叶林带,与昆虫、植食兽、人类采集形成能流；菌根分解者参与。,初级生产者,杞形态可做模块化植被资产；色块随伊洛河谷农耕—落叶林带调整。,草木归纳,归纳占位，非单山专条逐字稿。,
